,user_name,user_followers,date,text
75942,IGSquawk,51671.0,2021-04-24,"Crypto update:
#Bitcoin 48859.90 -3.38%
#Ether 2162.96 -6.88%
#BitcoinCash 753.25 -7.33%
#EOS 5.0798 -5.04%
#Stellar 0.4151 -5.21%
#Litecoin 222.18 -5.76%
#NEO 80.762 -2.56%
#Crypto 10 Index 17609 -5.38%
#BTC #ETH #BCH #XLM #LTC"
76427,IGSquawk,51671.0,2021-04-24,"Crypto update:
#Bitcoin 50007.70 -1.11%
#Ether 2286.95 -1.55%
#BitcoinCash 801.38 -1.41%
#EOS 5.3641 +0.28%
#Stellar 0.4383 +0.09%
#Litecoin 233.71 -0.87%
#NEO 88.743 +7.06%
#Crypto 10 Index 18547 -0.34%
#BTC #ETH #BCH #XLM #LTC"
76763,IGSquawk,51671.0,2021-04-24,"Crypto update:
#Bitcoin 50007.20 -1.11%
#Ether 2274.32 -2.09%
#BitcoinCash 797.49 -1.89%
#EOS 5.3535 +0.08%
#Stellar 0.4354 -0.57%
#Litecoin 231.43 -1.83%
#NEO 86.903 +4.84%
#Crypto 10 Index 18424 -1%
#BTC #ETH #BCH #XLM #LTC"
76778,Telegraph Technology Intelligence,82787.0,2021-04-24,"Elon Musk is wrong; #Bitcoin won't help us save the planet, writes @LFDodds https://t.co/wRBMJ8cEHB
#BTC $BTC"
77269,Kevin L. Walker,57512.0,2021-04-24,"Yes, #Bitcoin #BTC could hit $44,000 and #Cardano #ADA could hit $00.75 
Highly unlikely from what I see. Their prices wouldn't stay there forever IF they do, but technically those prices COULD happen."
77322,Gavin Dawson 🕉,41677.0,2021-04-24,"This might be my favorite crypto vid we've done so far.  I felt more relaxed and I think the info can help people understand why it's likely ok bitcoin and other coins are slumping.  
https://t.co/WZM5xnztgp
#bitcoin #btc #cardano #CardanoAfrica"
77424,Andreas (BEWARE of giveaway scams!),581890.0,2021-04-24,Bitcoin Attack: Can Bitcoin Be Taken Down Now With Just 7 Billion Dollars? Breaking #Bitcoin [2021] https://t.co/ZhxSvhwZZY #BTC https://t.co/erU5Z3Vwju
77798,ILKHA,4825.0,2021-04-23,"Another Turkish crypto exchange, Vebitcoin, halts trading, causing second shock in crypto markets #Vebitcoin #BitTorrent #Thodex #bitcoin #btc
https://t.co/OwxFOweemf https://t.co/XR31TaVVQq"
78041,CoinMarketCap,1160348.0,2021-04-23,"How do the largest cryptocurrencies, such as #Bitcoin and #Ethereum, compare to the largest fiat currencies in the world?

Click below to check out our new feature! How many Sats is your fiat currency worth? Comment below!

#Crypto #Cryptocurrency #BTC

https://t.co/n83ocZlPIe"
78342,EQUOS,10226.0,2021-04-23,"Which means there is only one thing to do:

Move to Korea, buy #Bitcoin, and enjoy the extra 20% uplift from the #BTC bounce as you wait for the premium to return.

@cryptoquant_com https://t.co/NvT3DgYv4l"
78408,ILKHA,4825.0,2021-04-23,"Another Turkish crypto exchange, Vebitcoin, halts trading, causing second shock in crypto markets #Vebitcoin #BitTorrent #Thodex #bitcoin #btc
https://t.co/OwxFOwvPKP https://t.co/DjplpHn1bH"
78476,The Exchange,35317.0,2021-04-23,"CRYPTO CRASH: #Bitcoin and other #cryptocurrencies are selling off on fears of tax hikes and increasing regulation

@emilydparker of @coindesk and Ryan Selkis of @MessariCrypto join @KellyCNBC to discuss on @CNBC

@twobitidiot #BTC #crypto https://t.co/IpsyxSRrpP"
78901,CoinMarketCap,1160357.0,2021-04-23,"Square’s @CashApp  has introduced changes to its withdrawal policy for Bitcoin — hiking up the minimum amount that can be taken off its platform. What do you think about this?

#Cryptocurrency #Crypto #Bitcoin #BTC $BTC

https://t.co/qk0urIRoOX"
79769,City A.M.,68184.0,2021-04-23,"Could Ethereum overtake Bitcoin as the world’s leading cryptocurrency? 

Ethereum has the potential to be bigger than Bitcoin.

@EditorParkin finds out why https://t.co/5yiuKmKAUB #cryptocurrency #Bitcoin #Ethereum #CryptoNews #BTC #cryptocurrencies #btcusd #BtcTurk https://t.co/OVut9IjlUE"
79812,Nick Sheppard,2856.0,2021-04-23,Bounce off $47500 on Kucoin. Bulls need to show up here or it could get ugly. $$47k needs to hold. #BTC #Bitcoin #crypto
79876,Stephanie Lewicky,4130.0,2021-04-23,"Biden Proposes Doubling Capital Gains Tax; Bitcoin
Below $50,000
Read more...https://t.co/NvfjWdnHoA
#bitcoin #BTC #ES_F #NQ_F $SPX $VIX $TNX https://t.co/FpuOdqR8Ub"
80039,TheStreet,777224.0,2021-04-23,"Dow Futures Turn Lower, Bitcoin Below $50,000 on Biden Tax Hike Concerns
https://t.co/mIiTziD8Kn
@mdbaccardax
#bitcoin #btc"
80043,Christophe Barraud🛢,84142.0,2021-04-23,"⚠ #Crypto Brief ⚠

#Bitcoin #Ethereum #Bitcoinnews #EthereumNews #XBT #BTC #XET

https://t.co/UIEFAWkew1"
80647,City A.M.,68184.0,2021-04-23,"Could Ethereum overtake Bitcoin as the world’s leading cryptocurrency? 

Ethereum has the potential to be bigger than Bitcoin.

@EditorParkin finds out why https://t.co/IdG5RkKGoi #cryptocurrency #Bitcoin #Ethereum #CryptoNews #BTC #cryptocurrencies #btcusd #BtcTurk"
80653,City A.M.,68184.0,2021-04-23,"Bitcoin crackdown: Crypto exchange owner flees Turkey as police arrest 62 traders 

Turkish police have detained 62 people in an investigation into a #cryptocurrency #trading platform https://t.co/o0y7F09tAN #Bitcoin #BTC #Crypto #BtcTurk #cryptotwitter #Bitcointrading https://t.co/y1KVIHxF6x"
81159,City A.M.,68184.0,2021-04-23,"Bitcoin crackdown: Crypto exchange owner flees Turkey as police arrest 62 traders 

Turkish police have detained 62 people in an investigation into a #cryptocurrency #trading platform https://t.co/WCxTcCXDsU #Bitcoin #BTC #Crypto #BtcTurk #cryptotwitter #Bitcointrading"
81230,Delta Investment Tracker,28509.0,2021-04-23,"The downward trend continues today with #Bitcoin dropping to $48k and almost hitting a 2 month low! 😱

#BTC market cap drops to $900 billion and the total crypto market cap drops to $1.75 trillion, last week it stood at $2.27 trillion. 🐻 https://t.co/OW0Q5uKbzj"
81262,CoinMarketCap,1160425.0,2021-04-23,"Bitcoin has fallen below $50,000 for the first time since March 7.

Are you buying the dip, or are you staying out?

#Crypto #Cryptocurrency #Bitcoin $BTC #BTC 

https://t.co/h7EBWxKnWx"
81472,Telegraph Technology Intelligence,82787.0,2021-04-23,"• #Bitcoin slumps 10% to fall $14,000 from last week's record high
• Tesla cars can be ""tricked"" into driving with no-one at the wheel, claims report

Get a head start on the day's tech headlines via our live blog.

🔓 It's free to read 👉 https://t.co/S4O5eLW2FI
#BTC $BTC https://t.co/v1gwmUw53z"
81493,IGSquawk,51671.0,2021-04-23,"Bitcoin now down more than 7% 

#Bitcoin 47876.10 -7.34%
#Ether 2138.02 -10.87%

#BTC #ETH https://t.co/TzAk3uM3VI"
81706,Ilya Spivak,51590.0,2021-04-23,"If #Bitcoin manages a daily close below support at 50305 here, a run down to test the next barrier in the 41986-43706 may follow. That would amount to a further drop of ~13% or so.

#BTC #btcusd #technicalanalysis https://t.co/hVQaBqWfaG"
81788,Christophe Barraud🛢,84143.0,2021-04-23,"🇺🇸 #XBT #BTC #XET #ETH | $260 billion wiped off #crytpocurrency market in 24 hours as #bitcoin plunges below $50,000 - CNBC
https://t.co/vmJ02vCjYk"
82555,JON ASHER,3784.0,2021-04-23,After the #Bitcoin correction #BTC #crypto https://t.co/58WGaTD0uJ
82634,Investing.com,449037.0,2021-04-23,"⚠️BREAKING:

*BITCOIN TUMBLES 8% TO FALL BELOW $50,000, LAST AT $48,788

#BTC #BITCOIN https://t.co/XSL0Kw7lF9"
82938,Daniel Dubrovsky,8504.0,2021-04-23,As expected when I wrote about crypto a week ago after multiple bearish warning signs emerged (Doji and RSI divergence). #BITCOIN now looking to follow the bearish implications of a Rising Wedge #BTC $BTCUSD - https://t.co/F6vZbREBms https://t.co/JWnF8M1R73
83026,IGSquawk,51671.0,2021-04-23,"Cryptos still dropping:
#Bitcoin 49351.20 -4.49%
#Ether 2170.05 -9.53%
#BitcoinCash 720.99 -18.06%
#EOS 4.6342 -24.24%
#Stellar 0.3820 -18.83%
#Litecoin 211.68 -17.32%
#NEO 75.623 -16.57%
#Crypto 10 Index 17286 -9.48%
#BTC #ETH #BCH #XLM #LTC"
83765,CoinMarketCap,1160439.0,2021-04-22,"For the first time in three years, Bitcoin’s market dominance dropped below 50% today as No. 2 cryptocurrency Ether hit record highs during a roaring altcoin season.

#Crypto #Cryptocurrency #Bitcoin $BTC #BTC $ETH #ETH #Ethereum #Altcoin 

https://t.co/58gb5tezGv"
83804,International Medical Corps,23660.0,2021-04-22,"🚨 Did you know that we accept #cryptocurrency donations? 

In fact, you can help us save lives and relieve suffering by donating #crypto today ➡️  https://t.co/fUsEKqr7hx
#bitcoin #BTC https://t.co/4dKalEntBt"
84409,Bitwage,13571.0,2021-04-22,"🚨TODAY🚨
3:00 PM PST &amp; 6:00 PM EST

Learn how can get PAID in #bitcoin and use #btc as leverage for your business.  

Featuring Bitwage CEO @JonChest, Bitwage marketing officer @mattjgundy, and renowned PR expert @YearOfKwasi on @joinClubhouse.

https://t.co/BhUDk6cCdP"
84449,Antonio Lievano,39684.0,2021-04-22,"bitcoin: down 5%

entire timeline: oki guys c u @ 40k c u in 4 years....fuck its over gg back to mcdons 😂🚀🌕
#btc #Bitcoin #crypto #BNB #BinanceSmartChain #bsc"
84486,CoinMarketCap,1160445.0,2021-04-22,"There are over 100 forks of Bitcoin — let's dive into some of the most popular.

#Crypto #Cryptocurrency #Bitcoin $BTC #BTC #BitcoinCash $BCH #BCH #BitcoinSV $BSV #BSV

https://t.co/uuPk2bAqwb"
84639,Nairametrics,94786.0,2021-04-22,"How likely are you to invest in #cryptocurrencies?

#NairametricsTweetChat 

#CryptoNews #Bitcoin #BTC #cryptocurrency #ETH #dogecoin #Ethereum 

https://t.co/ORUn60BRdB"
84725,Stephanie Lewicky,4130.0,2021-04-22,"#Bitcoin lowest level in almost a month, down 6% #BTC"
84740,Nairametrics,94786.0,2021-04-22,"POLL: #NairametricsTweetChat 

What type of interaction have you had with #cryptocurrencies in the past 1 week?

 #Bitcoin #BTC #blockchain #Ethereum #ETH #dogecoin"
84821,Antonio Lievano,39684.0,2021-04-22,"Just a reminder, if you’re going to hold a bunch of crypto in a wallet use a yubikey and all forms of 2FA. Throw your 2FA into a bank vault and consider yourself un-hackable. Don’t want to be caught up in an online hack or hostage situation for your coins. #btc #bitcoin https://t.co/nhAV9w2ZKS"
84997,Bradley Laborman,10803.0,2021-04-22,"#BTC for the upcoming production of @BradmanTheMovie?  Here is my scan code.  But DM of you contribute so you get credit. 

If enough random people send $1 #bitcoin each then i bet we can get our final amount. https://t.co/WwiuGpomgk"
85293,EQUOS,10226.0,2021-04-22,"If #Bitcoin holds above 54.2K today, bulls will grow confident and attempt higher levels—56.6K will be the first stop. 

Since Sunday, this level has capped all attempts higher. It's likely it halts movement and sets #BTC up to trade between 54.2K and 56.6K into the weekend. https://t.co/bWKf26zlFp"
85294,EQUOS,10226.0,2021-04-22,"As for its technical analysis, #Bitcoin struggled to stay above support levels today. We broke $54,200, leading #BTC to $53,130. 

A quick drop below that level was countered by the bulls, which allowed the market to gradually move up throughout the day. https://t.co/pGDSWl71Yr"
85295,EQUOS,10226.0,2021-04-22,"The real test will come if #Bitcoin falls below a 50K handle. If the rest of the market fails to follow, we may witness the #crypto industry's coming of age as a diversified asset class. 

Exciting times indeed, unless of course, you only own #BTC. In which case, it's FOMO time. https://t.co/DGgmPmwbxm"
85296,EQUOS,10226.0,2021-04-22,"At times today, it felt as though alts were holding #Bitcoin up. 

The rotation we usually see post a #BTC ATH has been amplified due to BTC's lackluster performance. Normally, BTC pauses and the rest of the market plays catch-up. This time, it's starting to feel different. https://t.co/pE0A2K4Gds"
85515,Herbert R. Sim,148618.0,2021-04-22,"When institutions want you to sell your #Bitcoin to them, they share ""#bearish"" news/opinions.

Always ""Keep Calm &amp; #HODL FTW!""

Remember, there's literally only ever going to be 21-mil #BTC in total. #LIMITED

https://t.co/GQU1IAN5QM @BusinessInsider @MktsInsider #Crypto"
85527,Salaheddine Bouhmidi,3377.0,2021-04-22,#Ethereum is running away - Look on $ETHBTC . After range breakout we could see a big impulse in this Ratio. #Ethereum is more in demand and people might switched assets from #BTC to #ETH. As I said before since last week #Bitcoin is losing momentum. Will #ETH now follow? https://t.co/PwrxOI4LWQ
85694,Alistair Milne,86685.0,2021-04-22,"The most recent time ETH outperformed #BTC like this was in January after #Bitcoin had put in an interim top ... it then dropped in relative value by 33%

The last *two* times ETH fans dared  talk about 'flippening' BTC, ETH went on to lose &gt;80% in relative value vs Bitcoin"
86085,IGSquawk,51671.0,2021-04-22,"Crypto update:
#Bitcoin 54856.90 -0.24%
#Ether 2570.34 +6.92%
#BitcoinCash 941.56 -0.3%
#EOS 6.5955 +1.24%
#Stellar 0.4957 -0.86%
#Litecoin 279.14 +5.37%
#NEO 100.856 +1.06%
#Crypto 10 Index 20594 +2.29%
#BTC #ETH #BCH #XLM #LTC"
86233,Christophe Barraud🛢,84144.0,2021-04-22,"⚠ #Crypto Brief ⚠

#Bitcoin #Ethereum #Bitcoinnews #EthereumNews #XBT #BTC #XET

https://t.co/aPMyQwAA7z"
86595,City A.M.,68184.0,2021-04-22,"Markets today: ECB day and trouble in travel while Bitcoin is oversold 

All eyes will be on the European Central Bank today https://t.co/vJhlkGFSMt 
#Bitcoin #GlobalMarkets #ECB #Crypto #travellers #Travel #Oil #CrudeOil #OilPrices #FinancialMarkets #Markets #Euro #BTC #Markets https://t.co/uoJbgDwwrb"
86749,Delta Investment Tracker,28509.0,2021-04-22,"It's a rough day for the #crypto markets as #Bitcoin falls to $53k, dropping below $1 trillion market cap. But #ETH has been flourishing, trying to scrape past its ATH, 1 ETH is now worth 0.046 #BTC. 🚀

#UNI #SOL #MKR #COMP #DGB #MATIC are also top gainers today. 📈 https://t.co/08nldS8nT8"
86912,City A.M.,68184.0,2021-04-22,"Markets today: ECB day and trouble in travel while Bitcoin is oversold 

All eyes will be on the European Central Bank today https://t.co/wFA6eBqjBN 
#Bitcoin #GlobalMarkets #ECB #Crypto #travellers #Travel #Oil #CrudeOil #OilPrices #FinancialMarkets #Markets #Euro #BTC #Markets"
87247,MEMRI,71326.0,2021-04-22,"Senior Saudi Islamic scholar Sheikh Abdullah Al-Manea: Using Bitcoin is Utterly Haram, Constitutes Gambling; Bitcoin Has No Value #KSA #Bitcoin @Bitcoin #BTC https://t.co/tu1awr6JUT"
88058,Orlando Alzugaray Jr,96926.0,2021-04-22,"That theory that #Ethereum is the better long term investment than #Bitcoin is backing those folks right now as #BTC consolidates #Quicksand style, meanwhile #ETH is flexing better than all #AltCoins. https://t.co/IbpAVD62Zn"
88878,CoinMarketCap,1160547.0,2021-04-21,"JPMorgan managing director Nikolaos Panigirtzoglou is sounding bearish on Bitcoin. How are you currently feeling? 🐂 or 🐻?  

#Crypto #Cryptocurrency #Bitcoin $BTC #BTC 

https://t.co/hci1VhaFL5"
89183,DailyFX Team Live,125299.0,2021-04-21,"Bitcoin is down almost 3%, and remains below the 50d SMA for the 3rd day running 

#BTC #Bitcoin $BTCUSD https://t.co/aqfKLbDPeF"
89468,Christophe Barraud🛢,84145.0,2021-04-21,"⚠ #Crypto Brief ⚠

#Bitcoin #Ethereum #Bitcoinnews #EthereumNews #XBT #BTC #XET 

https://t.co/qI3CdSPIh0"
89683,TheStreet,777227.0,2021-04-21,"Jackson Tennessee's Mayor pushing to adopt #bitcoin. The city is exploring mining #BTC and keeping it on its balance sheet.
https://t.co/vQ416Sodbo"
90117,Bitcoin News,1053661.0,2021-04-21,"""Wework will accept #bitcoin (#BTC), #ethereum (#ETH), USD coin (USDC), paxos (PAX), and several other cryptocurrencies as payment for its offerings,"" the Softbank-backed company says. https://t.co/1K2VCXL7xX"
90229,doctorSIM,6725.0,2021-04-21,Remember! You can pay your #mobile #topups with #cryptocurrencies https://t.co/Nw3JyA7tEU #cryptocurrency #bitcoin #btc #bitcoinnews #CryptoNews #criptovalute #ethereum #eth
91655,Ledger Support,11132.0,2021-04-21,"Attention #Ledger #Bitcoin users:

We're facing an issue with Ledger Live's #BTC explorers. This'd result in not being able to add a $BTC account,  send BTC or see new transactions.

While we work on fixing this, you can use your Ledger with Electrum:
https://t.co/AxQiK7lWK2"
91986,Roger James Hamilton,964304.0,2021-04-21,10 years ago #satoshinakamoto disappeared after creating #bitcoin #BTC and now he's on track to $1 trillion... https://t.co/37fvHSHiRh
92055,Telegraph Technology Intelligence,82787.0,2021-04-21,"Catch-up: Investor Baillie Gifford has put £72m into Britain's biggest cryptocurrency company Blockchain-dot-com, in a new stamp of approval for #Bitcoin and other digital assets.

@jamestitcomb reports https://t.co/myo9wXsuVr
#BTC $BTC https://t.co/RTsWl8YHvg"
92745,Mayor Scott Conger,7716.0,2021-04-21,"What does the future of #cryptocurrency look like for the @CityofJacksonTN ?

🚀We’re exploring payroll conversions for our employees. 

🚀Even more exciting - we’re seriously exploring mining #Bitcoin  to add to our balance sheet.
#BTC #LTC #ETH"
93835,Christophe Barraud🛢,84146.0,2021-04-20,"⚠ #Crypto Brief ⚠

#Bitcoin #Ethereum #Bitcoinnews #EthereumNews #XBT #BTC #XET

https://t.co/uglv9aKbPe"
94092,The Exchange,35318.0,2021-04-20,"Bill Miller says #Bitcoin is like digital gold...and while demand is booming, the price is volatility

@KellyCNBC @CNBC #BTC #crypto https://t.co/FIqJBHsW1f"
94152,IGSquawk,51671.0,2021-04-20,"Crypto update:
#Bitcoin 55704.50 -0.85%
#Ether 2256.12 +2.21%
#BitcoinCash 929.59 -0.83%
#EOS 6.6047 -4.12%
#Stellar 0.5057 -2.28%
#Litecoin 263.46 -2.95%
#NEO 107.350 -9.47%
#Crypto 10 Index 19529 +0.57%
#BTC #ETH #BCH #XLM #LTC"
94748,CNBC,4103198.0,2021-04-20,"""If you look at YTD returns on #btc it is significantly net positive. Better than the stock market,"" says @BrianBrooksUS on #bitcoin. ""I don't see the volatility as extreme as some people say. We are trying to build a fundamental technology here."" https://t.co/sFAHX5mnMe https://t.co/gTYUeilpBa"
94913,"Michael A. Gayed, CFA",252557.0,2021-04-20,"Coinbase’s number of monthly transacting users has skyrocketed to over 6m. Its customers held $223bn in accounts, more than a tenth of the total value of cryptocurrencies  #bitcoin #btc https://t.co/A8mbuIUJXG"
95090,Squawk Box,302651.0,2021-04-20,"""If you look at YTD returns on #btc it is significantly net positive. Better than the stock market,"" says @BrianBrooksUS on #bitcoin. ""I don't see the volatility as extreme as some people say. We are trying to build a fundamental technology here."" https://t.co/Uw6GHEsnZX"
95340,Squawk Box,302651.0,2021-04-20,"""There was a lot of great news that got all hyped up at once,"" says @novogratz on #btc. ""While #bitcoin is becoming an institutional asset it is still primarily retail driven and leverage got excessive, people got excited."" https://t.co/uXfzDlEffd"
96712,Christophe Barraud🛢,84146.0,2021-04-20,"🌎 #XBT #BTC #Bitcoin #ETH #Ethereum | #Dogecoin Rips in Meme-Fueled Frenzy as Biggest #Cryptos Struggle - Bloomberg
https://t.co/ELmdcnJkYW"
96866,Brendan Blumer,31555.0,2021-04-20,China PBOC deputy for the first time recognizes #Bitcoin as an investment product. China continues to shows its competitiveness through embracing the latest trends and technologies. Perhaps the biggest day for #BTC in its young history!
97252,Fitz Villafuerte,5236.0,2021-04-20,The latest #Business and #Money by @brodfitz! https://t.co/jJ2XBZLqis Thanks to @islandvizionz @NetworkingDrs @Nico_le_ta_ #btc #bitcoin
97747,Salaheddine Bouhmidi,3378.0,2021-04-19,"$BTC - After breaking out of the rising wedge, #Bitcoin could gain slightly today. However, to avert a correction, the MA-200 at 57k has to be recovered and the RSI has to regain the 48.5 level. Otherwise, a retest of the wedge formation could trigger a new bearish wave. #BTC https://t.co/6ApJgWBxki"
98314,Keith McCullough,197470.0,2021-04-19,"""The Call"" Recap | Financials Analyst Josh Steiner On Crypto &amp; $MA https://t.co/ndzaeMaGnW via @HedgeyeFIG #Bitcoin #BTC"
99353,Stephanie Lewicky,4130.0,2021-04-19,"COVID-19 Case Counts and Vaccine Updates; Bitcoin
Plunges Over Weekend
Read more...https://t.co/NvfjWdnHoA
#bitcoin #btc #ES_F #crude $TNX https://t.co/bMxfmaSCfu"
99550,Abid Nevesinjac,39903.0,2021-04-19,"Cat Rescue Token Will Be Launching On https://t.co/FzIK0kGiZD In a few Days. Join Our Telegram: @CatRescueToken

We will be paired with #Waves, #ETH and #BTC

visit our website: https://t.co/8ui7m0cxGg 

#cryptocurrencies #CryptoNews #blockchain #bitcoin
 #cryptocurrency"
99608,Christophe Barraud🛢,84147.0,2021-04-19,"⚠ #Crypto Brief ⚠

#Bitcoin #Ethereum #Bitcoinnews #EthereumNews #XBT #BTC #XET

https://t.co/Nt4CYBSXPt"
99671,Herbert R. Sim,148624.0,2021-04-19,"Remember last year when it felt like #bitcoin was stuck at $10k for eternity?

The spring is coiling up. The longer we consolidate, the bigger the EXPLOSION will be. 📈💥🚀

Just be patient &amp; let those weak-hands keep selling to strong-hands.

#Bear #Bearish #Bull #Bullish #BTC https://t.co/Xe65oIhlqb"
99700,IGSquawk,51671.0,2021-04-19,"Crypto update:
#Bitcoin 57157.20 +1.62%
#Ether 2248.68 +0.94%
#BitcoinCash 967.37 +3.27%
#EOS 7.1092 +1.92%
#Stellar 0.5361 -2.51%
#Litecoin 272.35 -0.5%
#NEO 118.641 +22.94%
#Crypto 10 Index 19856 +2.51%
#BTC #ETH #BCH #XLM #LTC"
